id,count
950,141.63707
953,85.57482
959,65.83886
961,57.243053
962,95.097466
964,106.52449
969,177.65973
971,161.36098
976,76.15866
978,195.62326
980,209.0487
981,182.90382
990,220.98389
993,71.95921
996,81.04995
998,226.49326
999,195.1578
1006,166.58942
1008,91.75598
1013,80.23731
1015,134.57639
1016,180.65387
1022,214.16321
1026,194.16225
1028,219.08502
1031,39.231647
1034,88.82965
1037,210.52516
1040,100.49563
1042,76.47812
1046,108.27508
1048,130.04593
1049,162.11989
1050,77.04146
1051,208.96521
1052,203.83728
1055,110.61995
1060,172.8884
1064,107.76178
1066,79.6858
1071,179.3371
1073,83.875465
1089,205.03984
1091,138.389
1092,65.09808
1093,204.81955
1096,214.48895
1097,186.8713
1098,60.312748
1099,89.24031
1102,220.47469
1107,101.087906
1109,93.212524
1111,59.882725
1112,150.67801
1114,235.8838
1116,209.44217
1117,184.0538
1118,89.53964
1122,179.98123
1124,189.90614
1127,118.92426
1133,215.89807
1134,74.81059
1135,168.7098
1139,216.33987
1143,70.70608
1150,104.89811
1151,139.846
1153,211.50522
1155,73.80488
1162,68.900185
1163,180.10461
1166,20.566689
1171,83.933136
1172,71.65328
1173,211.02382
1174,106.25286
1177,120.63779
1178,127.761826
1184,109.03629
1185,150.23001
1186,103.727325
1187,206.3342
1188,221.31148
1191,184.18716
1207,134.95221
1213,92.89702
1215,189.4057
1223,214.70287
1227,150.11453
1236,70.312614
1237,57.97453
1238,104.84952
1241,72.21567
1248,81.678734
1250,74.63988
1251,200.04839
1253,118.65175
1255,145.01382
1257,220.60825
1261,125.23835
1262,215.75858
1265,171.24112
1273,211.23248
1277,204.93141
1278,148.6898
1280,110.35692
1284,176.15503
1285,225.95901
1288,100.71374
1295,140.99365
1297,237.42172
1299,213.09882
1304,182.70702
1308,76.478386
1310,137.91795
1311,160.07819
1314,92.084045
1315,146.93175
1318,40.527847
1320,232.44727
1321,208.93622
1322,187.37274
1330,174.7493
1333,193.48294
1334,177.63701
1341,187.93362
1344,151.4696
1351,193.09015
1354,85.713745
1356,81.55867
1363,157.18524
1365,199.6893
1369,167.19952
1373,124.22804
1375,157.789
1377,66.75132
1379,195.46375
1380,214.15662
1381,121.64496
1384,175.16393
1390,199.89528
1393,202.27634
1395,70.12256
1399,204.7568
1400,101.93426
1401,111.566734
1404,199.26653
1408,81.8856
1409,35.230053
1413,183.99686
1416,200.16728
1418,135.54056
1423,95.6377
1424,70.97889
1425,78.1569
1433,225.77103
1434,174.90375
1436,212.1106
1442,205.23343
1444,65.85751
1445,177.41745
1452,202.04303
1455,195.00427
1462,85.309975
1467,42.710583
1472,91.45812
1475,113.16591
1493,166.4206
1501,186.62042
1503,208.60825
1504,218.3056
1505,63.648598
1511,217.80803
1512,71.81348
1513,162.20465
1514,104.09163
1528,211.72299
1533,230.08615
1534,62.180916
1536,185.93994
1537,68.0212
1539,141.42757
1550,196.57419
1552,178.49883
1554,199.43651
1555,216.53241
1556,79.963745
1559,72.02319
1563,204.46466
1566,208.94516
1567,136.63333
1568,77.20823
1571,189.48703
1572,64.86345
1574,64.65491
1577,95.81072
1583,87.57473
1585,90.53767
1586,197.07045
1587,202.7638
1596,183.84137
1602,83.25511
1604,101.60791
1605,65.88728
1610,220.14844
1611,139.2482
1616,100.5319
1617,159.62213
1618,78.158585
1622,60.26606
1623,60.529575
1628,216.78632
1631,58.894176
1632,206.6963
1633,192.16565
1634,212.82776
1636,204.5427
1637,170.05269
1643,93.547226
1644,157.77214
1646,112.79397
1648,191.7232
1651,97.59087
1656,66.3203
1658,155.14221
1659,65.62325
1665,108.269226
1666,152.48169
1670,109.13097
1674,174.70078
1679,225.23561
1680,221.31586
1683,226.65634
1686,70.176994
1691,151.73843
1693,63.117508
1696,95.61601
1697,138.4372
1703,98.0768
1706,68.245926
1709,192.91177
1710,89.224
1712,196.47821
1713,173.77385
1718,226.78305
1719,198.15784
1722,212.68881
1723,170.42076
1724,218.6461
1728,63.398235
1730,91.01734
1732,61.76453
1737,46.246307
1745,63.48276
1747,92.74956
1748,88.411835
1755,138.79074
1759,94.35152
1761,209.18512
1764,178.85858
1765,197.59386
1766,57.715435
1768,71.41117
1770,81.56361
1771,179.61542
1774,119.08421
1785,179.92241
1788,224.20471
1792,88.35109
1794,186.34601
1797,155.93784
1798,57.35331
1799,229.45825
1802,147.33957
1806,84.32614
1808,84.60543
1810,207.61774
1818,43.12719
1819,226.33694
1820,224.41435
1822,194.75333
1826,219.65396
1827,175.13535
1835,87.2971
1841,134.29268
1842,124.268196
1843,105.854385
1846,57.62062
1849,70.02128
1850,225.48495
1851,125.51926
1857,75.00332
1858,177.5361
1860,126.55394
1861,196.9537
1864,99.301384
1869,213.63974
1871,99.15257
1872,32.213577
1875,67.05291
1878,231.27757
1879,204.21364
1885,48.921444
1888,108.70884
1889,58.53891
1890,142.41647
1896,146.9249
1897,220.8179
1898,171.39832
1900,97.26133
1905,85.8954
1908,103.51424
1909,157.45909
1913,89.81837
1918,128.37097
1922,236.2814
1923,178.16641
1925,204.97804
1926,149.04309
1927,222.27914
1930,194.72682
1935,93.53245
1939,114.53571
1942,132.36398
1943,178.8475
1948,240.05466
1949,206.23233
1951,144.0878
1953,142.07095
1959,186.53241
1963,73.08841
1967,177.79669
1973,200.1196
1975,98.82568
1976,59.06063
1990,140.23634
1993,136.98926
1997,87.31524
1999,178.93373
2001,188.22476
2004,70.5691
2010,139.86346
2013,176.09299
2017,220.31448
2021,127.889465
2023,83.765884
2026,196.61021
2037,79.60697
2039,89.31958
2041,74.275764
2046,64.9634
2050,101.30925
2060,199.05737
2067,144.9482
2069,187.58101
2072,203.13403
2074,199.29944
2079,154.22527
2083,87.29434
2085,104.9331
2087,67.96205
2093,175.45404
2094,77.872444
2097,96.43257
2103,118.05647
2104,73.262215
2107,225.41501
2108,56.115738
2110,50.86669
2115,217.56772
2117,70.0606
2125,221.09521
2127,231.45596
2133,62.392445
2134,232.52634
2135,147.50421
2141,210.0658
2143,79.05701
2145,59.72965
2146,103.53372
2147,197.49136
2148,96.61396
2149,53.95395
2165,129.98088
2166,185.00095
2177,114.46816
